"RecordNumber"	"StationNames"	"Date"	"Time"	"Replicate"	"CableAngle"	"TowDuration"	"AvgTrawlDepth"	"Latitude"	"Longitude"	"TrackNote"
1396	"NB-1182"	4/26/2016 0:00:00	12/30/1899 11:12:00		10	12/30/1899 10:00:00	5.30	"38.016257081"	"-122.361527646"	"NB1182_20mm"
1397	"NB-1184"	4/26/2016 0:00:00	12/30/1899 11:33:00		8	12/30/1899 10:00:00	7.00	"38.022522095"	"-122.334316723"	"NB1184_20mm"
1398	"NB-1169"	4/26/2016 0:00:00	12/30/1899 11:57:00		10	12/30/1899 10:00:00	7.30	"38.035388154"	"-122.309975477"	"NB1169_20mm"
1399	"NB-730"	4/28/2016 0:00:00	12/30/1899 7:00:00		15	12/30/1899 10:00:00	11.00	"38.229073727"	"-122.621625742"	"NB73020mm"
1400	"NB-792"	4/28/2016 0:00:00	12/30/1899 7:54:00		10	12/30/1899 5:00:00	5.00	"38.204998804"	"-122.568552636"	"NB792_20mm"
1401	"NB-910"	4/28/2016 0:00:00	12/30/1899 8:32:00		12	12/30/1899 11:30:00	12.00	"38.121684102"	"-122.509359219"	"NB910_20mm"
1402	"NB-850"	4/28/2016 0:00:00	12/30/1899 9:08:00		13	12/30/1899 10:00:00	12.00	"38.16526582"	"-122.539038537"	"NB850_20mm"
1403	"NB-830"	4/28/2016 0:00:00	12/30/1899 9:30:00		10	12/30/1899 10:00:00	12.00	"38.179548137"	"-122.541071175"	"NB830_20mm"
1404	"NB-800"	4/28/2016 0:00:00	12/30/1899 10:00:00		10	12/30/1899 10:00:00	15.00	"38.198782296"	"-122.555169852"	"NB800_20mm"
1405	"NB-790"	4/28/2016 0:00:00	12/30/1899 10:23:00		13	12/30/1899 10:00:00	10.00	"38.198511907"	"-122.564444268"	"NB570_20mm"
1406	"NB-780"	4/28/2016 0:00:00	12/30/1899 10:45:00		11	12/30/1899 10:00:00	9.00	"38.205536583"	"-122.57401077"	"NB780_20mm"
1407	"NB-770"	4/28/2016 0:00:00	12/30/1899 11:05:00		10	12/30/1899 10:00:00	9.00	"38.209580496"	"-122.583806628"	"NB770_20mm"
1408	"NB-750"	4/28/2016 0:00:00	12/30/1899 11:28:00		11	12/30/1899 10:00:00	10.00	"38.220612769"	"-122.599135105"	"NB750_20mm"
1409	"NB-271"	4/29/2016 0:00:00	12/30/1899 7:26:00		10	12/30/1899 10:00:00	9.00	"38.19282113"	"-122.317294338"	"NB271_20"
1410	"NB-361"	4/29/2016 0:00:00	12/30/1899 8:03:00		10	12/30/1899 10:00:00	11.50	"38.121710408"	"-122.285720166"	"NB361_20"
1411	"NB-341Pond"	4/29/2016 0:00:00	12/30/1899 8:36:00		9	12/30/1899 10:00:00	5.40	"38.142497779"	"-122.292023656"	"NB341_20"
1412	"NB-343"	4/29/2016 0:00:00	12/30/1899 8:59:00		9	12/30/1899 10:00:00	18.00	"38.140962539"	"-122.299614386"	"NB343_20"
1413	"NB-283"	4/29/2016 0:00:00	12/30/1899 9:32:00		10	12/30/1899 10:00:00	14.10	"38.190558905"	"-122.32755396"	
1414	"NB-252"	4/29/2016 0:00:00	12/30/1899 10:10:00		9	12/30/1899 10:00:00	7.90	"38.212557992"	"-122.307490774"	"NB252_20"
1415	"NB-230"	4/29/2016 0:00:00	12/30/1899 10:45:00		9	12/30/1899 10:00:00	22.00	"38.226130049"	"-122.306848758"	"NB230_20mm"
1416	"NB-200"	4/29/2016 0:00:00	12/30/1899 11:04:00		9	12/30/1899 10:00:00	18.00	"38.241848195"	"-122.286283898"	"NB200_20mm"
1417	"NB-170"	4/29/2016 0:00:00	12/30/1899 11:32:00		10	12/30/1899 10:00:00	11.50	"38.266795675"	"-122.285874995"	"NB170_20mm"
1418	"NB-150"	4/29/2016 0:00:00	12/30/1899 11:54:00		10	12/30/1899 10:00:00	12.20	"38.280101162"	"-122.284183021"	"NB160_20mm"
1419	"NB-620"	5/2/2016 0:00:00	12/30/1899 9:35:00		11	12/30/1899 10:00:00	21.10	"38.187860808"	"-122.420515691"	"NB620_20mm"
1420	"NB-600"	5/2/2016 0:00:00	12/30/1899 10:01:00		9	12/30/1899 10:00:00	11.90	"38.189506497"	"-122.39840616"	"NB600_20mm"
1421	"NB-540"	5/2/2016 0:00:00	12/30/1899 10:35:00		11	12/30/1899 10:00:00	8.10	"38.220156145"	"-122.424871708"	"NB540_20mm"
1422	"NB-530"	5/2/2016 0:00:00	12/30/1899 11:01:00		10	12/30/1899 10:00:00	7.90	"38.229084062"	"-122.420056899"	"NB530_20mm"
1423	"NB-289"	5/2/2016 0:00:00	12/30/1899 11:44:00		11	12/30/1899 10:00:00	13.40	"38.198607921"	"-122.392410248"	"NB289_20mm"
1424	"NB-670"	5/3/2016 0:00:00	12/30/1899 11:24:00		18	12/30/1899 13:38:00	15.10			"NB670_Mys"
1425	"NB-570"	5/3/2016 0:00:00	12/30/1899 12:59:00		15	12/30/1899 10:00:00	10.00			"NB570_M"
1426	"NB-670"	5/9/2016 0:00:00	12/30/1899 7:06:00		9	12/30/1899 10:00:00	8.10	"38.157060567"	"-122.407161254"	"NB670_20"
1427	"NB-600"	5/9/2016 0:00:00	12/30/1899 7:48:00		10	12/30/1899 10:00:00	9.90	"38.189261583"	"-122.399438066"	"NB600_20mm"
1428	"NB-560"	5/9/2016 0:00:00	12/30/1899 8:15:00		12	12/30/1899 10:00:00	7.40	"38.210858842"	"-122.413223782"	"NB500_20mm"
1429	"NB-550"	5/9/2016 0:00:00	12/30/1899 8:46:00		10	12/30/1899 10:00:00	8.60	"38.213772531"	"-122.427665663"	"NB55-_20mm"
1430	"NB-540"	5/9/2016 0:00:00	12/30/1899 9:42:00		12	12/30/1899 2:30:00	5.00	"38.222256548"	"-122.419270399"	"NB540_20mm"
1431	"NB-550"	5/9/2016 0:00:00	12/30/1899 10:10:00		12	12/30/1899 5:00:00	6.00	"38.207401368"	"-122.407210811"	"NB550_20mmRep2"
1432	"NB-590"	5/9/2016 0:00:00	12/30/1899 10:41:00		10	12/30/1899 2:30:00	10.70	"38.195334528"	"-122.390875327"	"NB590_20mm"
1433	"NB-610"	5/9/2016 0:00:00	12/30/1899 11:08:00		11	12/30/1899 2:30:00	8.10	"38.188529064"	"-122.407340988"	"NB610_20mm"
1434	"NB-630"	5/9/2016 0:00:00	12/30/1899 11:30:00		10	12/30/1899 2:30:00	6.30	"38.184139942"	"-122.420396113"	"NB630_20mm"
1435	"NB-1119"	5/10/2016 0:00:00	12/30/1899 7:27:00		9	12/30/1899 10:00:00	4.30	"38.065375366"	"-122.294406744"	"NB1119_20mm"
1436	"NB-1116"	5/10/2016 0:00:00	12/30/1899 7:55:00		9	12/30/1899 10:00:00	6.50	"38.066609346"	"-122.332185024"	"NB1116_20mm"
1437	"NB-1131"	5/10/2016 0:00:00	12/30/1899 8:22:00		10	12/30/1899 10:00:00	6.80	"38.056304254"	"-122.360895738"	"NB1131_20mm"
1438	"NB-1147"	5/10/2016 0:00:00	12/30/1899 8:55:00		11	12/30/1899 10:00:00	9.50	"38.044290948"	"-122.37929119"	"NB1147_20mm"
1439	"NB-1161"	5/10/2016 0:00:00	12/30/1899 9:22:00		11	12/30/1899 10:00:00	14.40	"38.028082412"	"-122.41048909"	"NB1161_20mm"
1440	"NB-1211"	5/10/2016 0:00:00	12/30/1899 9:54:00		9	12/30/1899 10:00:00	4.30	"37.992814125"	"-122.397417212"	"NB1211_20mm"
1441	"NB-1205"	5/10/2016 0:00:00	12/30/1899 10:23:00		9	12/30/1899 10:00:00	4.80	"38.001443271"	"-122.390521023"	"NB1205_20mm"
1442	"NB-1182"	5/10/2016 0:00:00	12/30/1899 10:55:00		9	12/30/1899 10:00:00	4.10	"38.015218231"	"-122.361745132"	"NB1182_20mm"
1443	"NB-1184"	5/10/2016 0:00:00	12/30/1899 11:22:00		9	12/30/1899 10:00:00	5.60	"38.020014974"	"-122.337129556"	"NB1184_20mm"
1444	"NB-1169"	5/10/2016 0:00:00	12/30/1899 11:50:00		8	12/30/1899 10:00:00	5.70	"38.028850646"	"-122.310518731"	"NB1169_20mm"
1445	"NB-870"	5/11/2016 0:00:00	12/30/1899 7:45:00		9	12/30/1899 10:00:00	16.00	"38.153047304"	"-122.539680344"	"NB870_20mm"
1446	"NB-850"	5/11/2016 0:00:00	12/30/1899 8:15:00		11	12/30/1899 5:00:00	20.00	"38.164718448"	"-122.541688996"	"NB850_20mm"
1447	"NB-800"	5/11/2016 0:00:00	12/30/1899 8:45:00		10	12/30/1899 2:30:00	20.00	"38.199909373"	"-122.55059955"	"NB800_20mm"
1448	"NB-770"	5/11/2016 0:00:00	12/30/1899 9:15:00		8	12/30/1899 2:30:00	11.00	"38.20926267"	"-122.583626121"	"NB770_20mm"
1449	"NB-740"	5/11/2016 0:00:00	12/30/1899 9:35:00		10	12/30/1899 2:30:00	9.00	"38.222077526"	"-122.604770725"	"NB740_20mm"
1450	"NB-730"	5/11/2016 0:00:00	12/30/1899 9:56:00		9	12/30/1899 5:00:00	9.00	"38.228661964"	"-122.616317068"	"NB730_20mm"
1451	"NB-730"	5/11/2016 0:00:00	12/30/1899 10:10:00		9	12/30/1899 10:00:00	7.00	"38.22900861"	"-122.621276692"	"NB730_20mm"
1452	"NB-720"	5/11/2016 0:00:00	12/30/1899 10:25:00		10	12/30/1899 10:00:00	5.00	"38.229870009"	"-122.62741535"	"NB720_20mm"
1453	"NB-271"	5/12/2016 0:00:00	12/30/1899 6:43:00		11	12/30/1899 10:00:00	9.10	"38.192925624"	"-122.317419558"	"NB271_20mm"
1454	"NB-361"	5/12/2016 0:00:00	12/30/1899 7:25:00		11	12/30/1899 10:00:00	14.30	"38.121150582"	"-122.288590851"	"NB361_20"
1455	"NB-341Pond"	5/12/2016 0:00:00	12/30/1899 7:52:00		10	12/30/1899 10:00:00	5.90	"38.142576412"	"-122.291624067"	"NB341P_20"
1456	"NB-341"	5/12/2016 0:00:00	12/30/1899 8:15:00		10	12/30/1899 10:00:00	16.30	"38.141260651"	"-122.297283767"	"NB341_20"
1457	"NB-283"	5/12/2016 0:00:00	12/30/1899 8:52:00		10	12/30/1899 10:00:00	13.60	"38.192828848"	"-122.332160485"	"NB283_20"
1458	"NB-252"	5/12/2016 0:00:00	12/30/1899 9:36:00		10	12/30/1899 10:00:00	11.10	"38.213832533"	"-122.306690385"	"NB252_20"
1459	"NB-200"	5/12/2016 0:00:00	12/30/1899 10:07:00		11	12/30/1899 10:00:00	17.80	"38.243803083"	"-122.285685443"	"NB200_20"
1460	"NB-190"	5/12/2016 0:00:00	12/30/1899 10:30:00		10	12/30/1899 10:00:00	13.70	"38.254628906"	"-122.28445893"	"NB190_20"
1461	"NB-160"	5/12/2016 0:00:00	12/30/1899 10:59:00		9	12/30/1899 10:00:00	14.60	"38.279836216"	"-122.283823399"	"NB160_20"
1462	"NB-130"	5/12/2016 0:00:00	12/30/1899 11:25:00		10	12/30/1899 10:00:00	10.00	"38.297041287"	"-122.282392292"	"NB130_20"
1463	"SB-ALV3"	5/21/2016 0:00:00	12/30/1899 10:23:00		15	12/30/1899 10:00:00	7.50			
1464	"SB-650"	5/21/2016 0:00:00	12/30/1899 10:50:00		20	12/30/1899 10:00:00	16.50			
1465	"SB-A21.4"	5/21/2016 0:00:00	12/30/1899 13:41:00		20	12/30/1899 10:00:00	5.40			
1466	"SB-COY2"	5/21/2016 0:00:00	12/30/1899 14:00:00		19	12/30/1899 10:00:00	11.00			
1467	"SB-A19.4"	5/22/2016 0:00:00	12/30/1899 14:55:00		19		7.20			
1468	"SB-COY1"	5/22/2016 0:00:00	12/30/1899 15:35:00		20	12/30/1899 10:00:00	10.00			
1469	"SB-ART2"	5/22/2016 0:00:00	12/30/1899 15:58:00		19		12.80			
1470	"SB-COY2"	5/22/2016 0:00:00	12/30/1899 16:13:00		10	12/30/1899 10:00:00	11.00			
1471	"NB-670"	5/24/2016 0:00:00	12/30/1899 7:05:00		10	12/30/1899 10:00:00	8.00	"38.15660096"	"-122.406912064"	"NB670_20mm"
1472	"NB-620"	5/24/2016 0:00:00	12/30/1899 7:40:00		10	12/30/1899 10:00:00	13.70	"38.187021701"	"-122.4212095"	"NB620_20mm"
1473	"NB-590"	5/24/2016 0:00:00	12/30/1899 8:10:00		10	12/30/1899 5:00:00	13.50	"38.198622571"	"-122.393499864"	"NB590_20mm"
1474	"NB-560"	5/24/2016 0:00:00	12/30/1899 8:35:00		9	12/30/1899 2:30:00	4.90	"38.212751916"	"-122.419173969"	"NB560_20mm"
1475	"NB-592"	5/24/2016 0:00:00	12/30/1899 9:05:00		10	12/30/1899 2:30:00	4.50	"38.199370272"	"-122.391664246"	"NB289(1)_20mm"
1476	"NB-592"	5/24/2016 0:00:00	12/30/1899 9:23:00		9	12/30/1899 2:30:00	5.30	"38.201005033"	"-122.381836706"	"NB289(2)_20mm"
1477	"NB-600"	5/24/2016 0:00:00	12/30/1899 9:52:00		9	12/30/1899 2:30:00	7.30	"38.190993679"	"-122.394152354"	"NB600_20mm"
1478	"NB-730"	5/25/2016 0:00:00	12/30/1899 7:25:00		11	12/30/1899 2:30:00	9.50	"38.228742137"	"-122.616600355"	"NB730_20mm"
1479	"NB-920"	5/25/2016 0:00:00	12/30/1899 8:43:00		8	12/30/1899 10:00:00	11.40	"38.118548732"	"-122.508374262"	"NB920_20mm"
1480	"NB-880"	5/25/2016 0:00:00	12/30/1899 9:15:00		9	12/30/1899 10:00:00	15.30	"38.146790518"	"-122.530244236"	"NB880_20mm"
1481	"NB-850"	5/25/2016 0:00:00	12/30/1899 9:51:00		12	12/30/1899 5:00:00	9.00	"38.165370101"	"-122.539379818"	"NB850_20mm"
1482	"NB-830"	5/25/2016 0:00:00	12/30/1899 10:18:00		10	12/30/1899 5:00:00	11.50	"38.177121269"	"-122.538642671"	"NB830_20mm"
1483	"NB-810"	5/25/2016 0:00:00	12/30/1899 10:46:00		14	12/30/1899 2:30:00	10.80	"38.194198252"	"-122.547008776"	"NB810_20mm"
1484	"NB-271"	5/26/2016 0:00:00	12/30/1899 5:41:00		10	12/30/1899 10:00:00	8.20	"38.192931177"	"-122.31730177"	"NB271_20mm"
1485	"NB-271"	5/26/2016 0:00:00	12/30/1899 6:05:00		18	12/30/1899 10:00:00	8.60	"38.196438105"	"-122.320352821"	"NB271_rep2_20mm"
1486	"NB-281"	5/26/2016 0:00:00	12/30/1899 6:20:00		13	12/30/1899 10:00:00	23.60	"38.184483265"	"-122.321988648"	"NB281_20mm"
1487	"NB-283"	5/26/2016 0:00:00	12/30/1899 6:41:00		10	12/30/1899 10:00:00	11.70	"38.1885573"	"-122.326918892"	"NB283_20mm"
1488	"NB-341Pond"	5/26/2016 0:00:00	12/30/1899 7:12:00		10	12/30/1899 10:00:00	5.30	"38.142527174"	"-122.291947939"	"NB341Pond_20mm"
1489	"NB-341"	5/26/2016 0:00:00	12/30/1899 7:30:00		10	12/30/1899 10:00:00	14.70	"38.141152876"	"-122.297916651"	"NB341_20mm"
1490	"NB-361"	5/26/2016 0:00:00	12/30/1899 7:58:00		10	12/30/1899 10:00:00	14.20	"38.121392535"	"-122.288562829"	"NB361_20mm"
1491	"NB-252"	5/26/2016 0:00:00	12/30/1899 8:47:00		9	12/30/1899 10:00:00	8.70	"38.214152488"	"-122.305738454"	"NB252_20mm"
1492	"NB-240"	5/26/2016 0:00:00	12/30/1899 9:09:00		10	12/30/1899 10:00:00	15.10	"38.214091362"	"-122.309339732"	"NB240_20mm"
1493	"NB-240"	5/26/2016 0:00:00	12/30/1899 9:32:00		12	12/30/1899 10:00:00	15.00	"38.229562163"	"-122.299447503"	"NB240Rep2_20mm"
1494	"NB-170"	5/26/2016 0:00:00	12/30/1899 10:01:00		10	12/30/1899 10:00:00	11.60	"38.267774315"	"-122.286204884"	"NB170_20mm"
1495	"NB-150"	5/26/2016 0:00:00	12/30/1899 10:26:00		10	12/30/1899 10:00:00	16.00	"38.281837258"	"-122.285281156"	"NB150_20mm"
1496	"NB-1119"	5/27/2016 0:00:00	12/30/1899 7:27:00		9	12/30/1899 10:00:00	5.50	"38.068025611"	"-122.295606224"	"NB1119_20mm"
1497	"NB-1116"	5/27/2016 0:00:00	12/30/1899 8:04:00		8	12/30/1899 10:00:00		"38.070156487"	"-122.329718946"	"NB1116_20mm"
1498	"NB-1114"	5/27/2016 0:00:00	12/30/1899 8:35:00		9	12/30/1899 10:00:00	7.10	"38.069779966"	"-122.352900721"	"NB1114_20mm"
1499	"NB-1112"	5/27/2016 0:00:00	12/30/1899 9:11:00		8	12/30/1899 10:00:00	9.60	"38.061130235"	"-122.385381663"	"NB1112_20mm"
1500	"NB-1182"	5/27/2016 0:00:00	12/30/1899 9:50:00		9	12/30/1899 10:00:00	9.50	"38.017784877"	"-122.361621258"	"NB1182_20mm"
1501	"NB-1183"	5/27/2016 0:00:00	12/30/1899 10:20:00		9	12/30/1899 10:00:00	7.50	"38.018463013"	"-122.350720694"	"NB1183_20mm"
1502	"NB-1184"	5/27/2016 0:00:00	12/30/1899 10:45:00		10	12/30/1899 10:00:00	6.90	"38.020974989"	"-122.337121977"	"NB1184_20mm"
1503	"NB-1169"	5/27/2016 0:00:00	12/30/1899 11:11:00		8	12/30/1899 10:00:00	6.50	"38.030719633"	"-122.309661938"	"NB1169_20mm"
1504	"NB-1170"	5/27/2016 0:00:00	12/30/1899 11:35:00		10	12/30/1899 10:00:00	6.10	"38.036754947"	"-122.298520281"	"NB1170_20mm"
1505	"NB-1120"	5/27/2016 0:00:00	12/30/1899 12:09:00		11	12/30/1899 10:00:00	17.00	"38.064367525"	"-122.285322157"	"NB1120_20mm"
1506	"NB-230"	5/31/2016 0:00:00	12/30/1899 8:56:00		22	12/30/1899 10:00:00	27.00	"38.224121152"	"-122.308811341"	"NB230_Mys"
1507	"NB-260"	5/31/2016 0:00:00	12/30/1899 9:26:00		21	12/30/1899 10:00:00	21.30	"38.203163985"	"-122.310151794"	"NB260_MYS"
1508	"NB-720"	5/5/2016 0:00:00	12/30/1899 8:01:00		23	12/30/1899 10:00:00	5.20	"38.229692663"	"-122.625322494"	"NB720_MYS"
1509	"NB-190"	5/6/2016 0:00:00	12/30/1899 10:15:00		7	12/30/1899 10:00:00	12.80			"NB_190MYS"
1510	"NB-273"	5/6/2016 0:00:00	12/30/1899 14:05:00		11	12/30/1899 10:00:00	8.00			"NB273_MYS"
1511	"NB-590"	6/1/2016 0:00:00	12/30/1899 6:55:00		15	12/30/1899 10:00:00	10.70	"38.196378453"	"-122.391417187"	"NB590_MYS"
1512	"NB-600"	6/1/2016 0:00:00	12/30/1899 7:11:00		21	12/30/1899 10:00:00	10.50	"38.191493702"	"-122.392876414"	"NB600_MYS"
1513	"NB-660"	6/1/2016 0:00:00	12/30/1899 9:10:00		21	12/30/1899 10:00:00	12.00	"38.162968835"	"-122.41400998"	"NB660_MYS"
1514	"NB-660"	6/1/2016 0:00:00	12/30/1899 9:30:00		22	12/30/1899 10:00:00	11.80	"38.162760352"	"-122.411878337"	"NB6602MYS"
1515	"NB-460"	6/2/2016 0:00:00	12/30/1899 7:05:00		20	12/30/1899 10:00:00	15.70	"38.068273983"	"-122.256222126"	"NB460_MYS"
1516	"NB-480"	6/2/2016 0:00:00	12/30/1899 7:22:00		22	12/30/1899 10:00:00	18.90	"38.067042122"	"-122.26691713"	"NB480_MYS"
1517	"NB-1170"	6/2/2016 0:00:00	12/30/1899 11:59:00		18	12/30/1899 10:00:00	10.00	"38.03056792"	"-122.300761424"	"NB1170_MYS"
1518	"NB-1170"	6/2/2016 0:00:00	12/30/1899 12:21:00		18	12/30/1899 10:00:00	10.20	"38.036833975"	"-122.290099882"	"NB1170Rep2_MYS"
1519	"NB-730"	6/3/2016 0:00:00	12/30/1899 7:01:00		19	12/30/1899 10:00:00	6.50	"38.229396868"	"-122.623897328"	"NB730_MYS"
1520	"NB-740"	6/3/2016 0:00:00	12/30/1899 7:30:00		21	12/30/1899 5:00:00	6.80	"38.227550997"	"-122.61206839"	"NB740_MYS"
1521	"NB-1001"	6/3/2016 0:00:00	12/30/1899 11:40:00		20	12/30/1899 10:00:00	12.70	"38.111411497"	"-122.483126196"	"NB1001_MYS"
1522	"NB-910"	6/3/2016 0:00:00	12/30/1899 12:06:00		21	12/30/1899 10:00:00		"38.12431765"	"-122.510445937"	"NB"
1523	"SB-ALV3"	6/4/2016 0:00:00	12/30/1899 11:20:00		10	12/30/1899 10:00:00	8.90			
1524	"SB-LSB1"	6/4/2016 0:00:00	12/30/1899 11:50:00		15	12/30/1899 10:00:00	30.00			
1525	"SB-A21.4"	6/4/2016 0:00:00	12/30/1899 14:30:00		20	12/30/1899 10:00:00	5.50			
1526	"SB-COY2"	6/4/2016 0:00:00	12/30/1899 14:45:00		25	12/30/1899 10:00:00	12.50			
1527	"SB-A19.4"	6/5/2016 0:00:00	12/30/1899 15:15:00		15	12/30/1899 10:00:00	7.30			
1528	"SB-COY2"	6/5/2016 0:00:00	12/30/1899 15:30:00		16	12/30/1899 10:00:00	14.50			
1529	"SB-COY1"	6/5/2016 0:00:00	12/30/1899 15:49:00		15	12/30/1899 10:00:00	12.30			
1530	"SB-ART3"	6/5/2016 0:00:00	12/30/1899 16:07:00		14	12/30/1899 10:00:00	7.30			
1531	"NB-271"	6/9/2016 0:00:00	12/30/1899 7:05:00		10	12/30/1899 10:00:00	7.30	"38.191776508"	"-122.315710328"	"NB271_20mm"
1532	"NB-281"	6/9/2016 0:00:00	12/30/1899 7:38:00		12	12/30/1899 10:00:00	12.50	"38.184236184"	"-122.320622851"	"NB281_20mm"
1533	"NB-1119"	6/9/2016 0:00:00	12/30/1899 8:31:00		10	12/30/1899 10:00:00	3.80	"38.064536955"	"-122.294366116"	"NB1119_20mm"
1534	"NB-1117"	6/9/2016 0:00:00	12/30/1899 9:06:00		10	12/30/1899 10:00:00	5.50	"38.064512623"	"-122.316731047"	"NB1117_20mm"
1535	"NB-1133"	6/9/2016 0:00:00	12/30/1899 9:29:00		12	12/30/1899 10:00:00	13.10	"38.05647498"	"-122.337100384"	"NB1133_20mm"
1536	"NB-1131"	6/9/2016 0:00:00	12/30/1899 9:56:00		11	12/30/1899 10:00:00	8.90	"38.048414945"	"-122.360562036"	"NB1131_20mm"
1537	"NB-1146"	6/9/2016 0:00:00	12/30/1899 10:34:00		11	12/30/1899 10:00:00	10.10	"38.039873174"	"-122.383916284"	"NB1146_20mm"
1538	"NB-1182"	6/9/2016 0:00:00	12/30/1899 11:00:00		10	12/30/1899 10:00:00	5.50	"38.015283768"	"-122.361918307"	"NB1182_20mm"
1539	"NB-1183"	6/9/2016 0:00:00	12/30/1899 11:23:00		10	12/30/1899 10:00:00	7.20	"38.019504902"	"-122.346598842"	"NB1183_20mm"
1540	"NB-1185"	6/9/2016 0:00:00	12/30/1899 11:45:00		13	12/30/1899 10:00:00	6.60	"38.025605687"	"-122.324165555"	"NB1185_20mm"
1541	"NB-1169"	6/9/2016 0:00:00	12/30/1899 12:10:00		9	12/30/1899 10:00:00	6.80	"38.032836587"	"-122.311036219"	"NB1169_20mm"
1542	"NB-1153"	6/9/2016 0:00:00	12/30/1899 12:27:00		13	12/30/1899 10:00:00	8.60	"38.041319421"	"-122.298599037"	"NB1153_20mm"
1543	"NB-1060"	6/10/2016 0:00:00	12/30/1899 7:41:00		10	12/30/1899 11:30:00	14.10	"38.095484655"	"-122.447120129"	"NB1060_20mm"
1544	"NB-1076"	6/10/2016 0:00:00	12/30/1899 8:07:00		11	12/30/1899 10:00:00	5.40	"38.087076941"	"-122.441966419"	"NB1076_20mm"
1545	"NB-1108"	6/10/2016 0:00:00	12/30/1899 8:36:00		10	12/30/1899 10:00:00	6.30	"38.065704597"	"-122.438235573"	"NB1108_20mm"
1546	"NB-1141"	6/10/2016 0:00:00	12/30/1899 9:08:00		9	12/30/1899 10:00:00	6.10	"38.04217756"	"-122.447750932"	"NB1141_20mm"
1547	"NB-1174"	6/10/2016 0:00:00	12/30/1899 9:38:00		12	12/30/1899 10:00:00	6.00	"38.016432495"	"-122.456725607"	"NB1174_20mm"
1548	"NB-1200"	6/10/2016 0:00:00	12/30/1899 10:13:00		10	12/30/1899 10:00:00	8.70	"37.996385317"	"-122.446543659"	"NB1200_20mm"
1549	"NB-1210"	6/10/2016 0:00:00	12/30/1899 10:54:00		10	12/30/1899 10:00:00	10.60	"37.989325108"	"-122.408305395"	"NB1210_20mm"
1550	"NB-1211"	6/10/2016 0:00:00	12/30/1899 11:16:00		9	12/30/1899 10:00:00	6.50	"37.994237556"	"-122.398054834"	"NB1211_20mm"
1551	"NB-1205"	6/10/2016 0:00:00	12/30/1899 11:32:00			12/30/1899 10:00:00	5.10	"37.99753699"	"-122.392199533"	"NB1205_20mm"
1552	"NB-1195"	6/10/2016 0:00:00	12/30/1899 12:04:00			12/30/1899 10:00:00	4.70	"38.00771796"	"-122.380158684"	"NB1195_20mm"
1553	"NB-1120"	6/21/2016 0:00:00	12/30/1899 8:04:00		16	12/30/1899 10:00:00	17.00	"38.0646167"	"-122.2823167"	"NA"
1554	"NB-1119"	6/21/2016 0:00:00	12/30/1899 8:35:00		19	12/30/1899 10:00:00	3.10	"38.0653333"	"-122.2990667"	"NA"
1555	"NB-670"	6/22/2016 0:00:00	12/30/1899 6:59:00			12/30/1899 10:00:00	6.60	"38.15916667"	"-122.40666667"	
1556	"NB-660"	6/22/2016 0:00:00	12/30/1899 7:20:00			12/30/1899 10:00:00	8.40	"38.16200000"	"-122.41016667"	
1557	"NB-590"	6/22/2016 0:00:00	12/30/1899 11:42:00		19	12/30/1899 10:00:00	10.00			
1558	"NB-600"	6/22/2016 0:00:00	12/30/1899 12:01:00		19	12/30/1899 10:00:00	9.70			
1559	"NB-730"	6/23/2016 0:00:00	12/30/1899 9:40:00		15	12/30/1899 10:00:00	10.10	"38.22870000"	"-122.61893333"	
1560	"NB-730"	6/23/2016 0:00:00	12/30/1899 9:59:00		20	12/30/1899 10:00:00	7.00	"38.22905000"	"-122.62156667"	
1561	"NB-910"	6/23/2016 0:00:00	12/30/1899 14:14:00		19	12/30/1899 10:00:00	13.50	"38.12513333"	"-122.51046667"	
1562	"NB-910"	6/23/2016 0:00:00	12/30/1899 14:33:00		21	12/30/1899 10:00:00	12.40	"38.12043333"	"-122.51046667"	
1563	"NB-260"	6/24/2016 0:00:00	12/30/1899 6:45:00		20	12/30/1899 10:00:00	24.50			
1564	"NB-271"	6/24/2016 0:00:00	12/30/1899 7:12:00		18	12/30/1899 10:00:00	8.00	"38.19270000"	"-122.31706667"	
1565	"NB-160"	6/24/2016 0:00:00	12/30/1899 12:13:00		20	12/30/1899 10:00:00	12.00			
1566	"NB-180"	6/24/2016 0:00:00	12/30/1899 12:31:00		20	12/30/1899 10:00:00	16.20			
1567	"NB-670"	7/18/2016 0:00:00	12/30/1899 7:42:00		17	12/30/1899 10:00:00	7.40	"38.15996667"	"-122.41978333"	
1568	"NB-650"	7/18/2016 0:00:00	12/30/1899 8:06:00		19	12/30/1899 10:00:00	10.20	"38.16115000"	"-122.41978333"	
1569	"NB-590"	7/18/2016 0:00:00	12/30/1899 11:38:00		20	12/30/1899 10:00:00	10.00	"38.19818333"	"-122.39268333"	
1570	"NB-600"	7/18/2016 0:00:00	12/30/1899 12:07:00		21	12/30/1899 10:00:00	15.00			
1571	"NB-361"	7/19/2016 0:00:00	12/30/1899 9:51:00		21	12/30/1899 10:00:00	11.70	"38.12135000"	"122.28710000"	
1572	"NB-361"	7/19/2016 0:00:00	12/30/1899 10:10:00		21	12/30/1899 10:00:00	13.00	"38.12136667"	"122.28756667"	
1573	"NB-210"	7/19/2016 0:00:00	12/30/1899 15:15:00		21	12/30/1899 10:00:00	12.00	"38.23590000"	"122.28711667"	
