ID	OldRecord.	Survey	Method	TideText	TideHeight	Polygon/Station	Date	Time	Replicate	Rep/Month	BegSurfTemp	BegBotTemp	EndSurfTemp	EndBotTemp	BegSurfSalin	BegBotSalin	EndSurfSalin	EndBotSalin	BegSurfCond	BegBotCond	EndSurfCond	EndBotCond	BegSecchi	EndSecchi	BegSurfDO(mg/L)	BegBotDO(mg/L)	EndSurfDO(mg/L)	EndBotDO(mg/L)	BegSurfDO%	BegBotDO%	EndSurfDO%	EndBotDO%	BegNTU	EndNTU	BegPH	EndPH	Depth	TowDuration	TowDistance	Flowmeter Start	Flowmeter Stop	Comments	DataEntry	FlowMeterDifference	SampledVolume	AMESHA	AMPHIPOD	AMPHPD	ARRGOB	ASIMUS	BARSUR	BATRAY	BAYGOB	BAYPIP	BLUEGI	BONSCU	BROROC	BROSMO	CALHAL	CALLIA	CALTON	CANTEN	CGRACI	CHAGOB	CHEGOB	CHISAL	CJORDA	CMAENA	CMAGIS	CORBIC	CORBUL	CPRODU	CRANFR	CRANNC	CRANNM	CRANSP	DECORC	DIATUR	DWAPER	ENGSOL	EXOPAL	HEMIGR	HEPTSTI	HETERO	HOREGO	IOBSOL	ISOPOD	JACKSM	JELLYF	LAMSPP	LEOSHA	LONMUD	LONSME	LSTYLI	MACOMA	MCALIF	MISSIL	MSENHO	MUSBLE	MUSCUL	MUSSEN	MYSID	MYSIDR	MYTILS	NO CATCH	NORANC	NUDIBR	OLURID	PACHER	PACLAM	PACMAC	PACSAN	PACSSC	PALAEM	PHILIN	PILEWR	PILPER	PLAMID	POLYCH	PPRODU	PRISCU	RAIKIL	RHARRI	RIDGEM	RUBSEA	SACSUC	SADGUN	SANSOL	SANSPP	SHIGOB	SHIPER	SHOGOB	SHOGUI	SHOSNA	SNAILS	SPESAN	SPLITT	SPONGE	STAFLO	STRBAS	STRMUL	TAPJAP	THRSHA	THRSTI	TOPSME	TULPER	TUNICA	UCINER	UNID Clam	UNID CRAB	UNID GOBY	UNID LARVAL	UNID NUD	WALSUR	WESMOS	WHICRO	WHISEA	WHISTU	YELGOB	YELSEE
1454		6	20mm	Ebbing		NB-361	5/12/2016	12/30/1899 7:25:00		1	15.47	15.53	15.49	15.57	17.7	18.69	17.45	17.79	28616	30082	28247	28747	40	46	9.25	8.58	NA	8.65	103.2	96.4	NA	96.8	35.4	39.7	7.73	7.75	14.3	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			1	
1456		6	20mm	Ebbing		NB-341	5/12/2016	12/30/1899 8:15:00		1	15.66	15.15	15.49	15.53	14.13	14.09	13.91	13.92	23276	23221	22942	22970	51	51	9.06	8.47	9.14	8.48	99.3	91.9	99.7	92.5	27.2	42.3	7.71	7.68	16.3	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								0	1			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1457		6	20mm	Ebbing		NB-283	5/12/2016	12/30/1899 8:52:00		1	16.17	16.14	16.35	16.38	13.47	13.69	13.18	13.02	22285	22616	21839	21599	57	45	NA	8.44	8.94	7.82	NA	93.2	98.9	86.4	37.3	44.9	7.73	7.67	13.6	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			1			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			1	
1458		6	20mm	Ebbing		NB-252	5/12/2016	12/30/1899 9:36:00		1	16.24	16.22	16.23	16.23	12.45	12.41	12.38	12.37	20720	20657	20622	20609	52	40	8.78	8.21	8.57	8.15	96.4	90.1	94.1	89.4	43.2	31.3	7.63	7.61	11.1	10											NA			NA		NA					NA		NA				NA																							1				NA	NA				NA								NA	10			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1459		6	20mm	Ebbing		NB-200	5/12/2016	12/30/1899 10:07:00		1	17.32	16.7	17.55	17.37	7.1	8	5.87	9.4	12340	13786	10343	15995	72	51	NA	7.05	8.07	6.97	NA	76.1	87.5	76.9	25.2	26.1	7.63	7.63	17.8	10											NA			NA		NA					NA		NA				NA																							NA				1	NA				NA								NA	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			18	
1460		6	20mm	Ebbing		NB-190	5/12/2016	12/30/1899 10:30:00		1	17.55	17.42	17.67	17.6	5.33	7.67	4.58	5.9	9455	13261	8206	10395	58	55	7.2	6.78	7.82	6.95	77.8	74.2	84.3	75.4	26.1	28.6	7.56	7.6	13.7	10											NA			NA		NA					NA		NA				NA																							NA				7	1				NA								NA	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			190	
1461		6	20mm	Ebbing		NB-160	5/12/2016	12/30/1899 10:59:00		1	17.94	17.93	18.05	18.02	2.98	5.32	2.34	3.63	5485	9436	4381	6600	69	57	8.73	7.19	8.24	7.77	93.7	78.3	88.3	83.9	24.9	22.3	7.66	7.7	14.6	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			2			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			500	
1462		6	20mm	Ebbing		NB-130	5/12/2016	12/30/1899 11:25:00		1	18.05	18.03	18.1	18.1	0.78	0.79	0.38	0.41	1534	1567	776	841	62	58	9.52	9.15	9.68	9.46	101.1	97.1	102.6	100.4	20.7	20.9	7.87	7.84	10	10											NA			NA		NA					NA		NA				NA																							NA				2	NA				NA								NA	NA			3			NA	NA					NA			2	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			60	
1471		7	20mm	Ebbing		NB-670	5/24/2016	12/30/1899 7:05:00		1	19.22	19.14	18.97	18.8	21.55	21.35	21.02	20.97	34231	33945	33464	33386	15	15	NA	7.26	8.38	7.48	NA	89.1	102.3	91	283	213	7.8	7.73	8	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	1			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				4	NA									NA		NA			2	
1472		7	20mm	Ebbing		NB-620	5/24/2016	12/30/1899 7:40:00		1	16.72	16.72	16.68	16.68	14.95	12.75	11.56	13.45	24512	21190	19364	22252	15	19	NA	7.53	7.44	7.27	NA	83.6	82	81	179	141	7.64	7.6	13.7	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			NA			NA	1					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			2	
1473		7	20mm	Ebbing		NB-590	5/24/2016	12/30/1899 8:10:00		1	16.57	16.56	16.55	16.54	11.9	NA	11.9	NA	15971	15376	15004	17694	22	28	7.21	7.12	8.26	7.07	78.3	77	89.3	77.2	147	130	7.54	7.58	13.5	5											NA			NA		NA					NA		NA				NA																							NA				1	NA				NA								NA	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			1	
1474		7	20mm	Ebbing		NB-560	5/24/2016	12/30/1899 8:35:00		1	16.11	16.11	16.17	16.16	8.7	7.96	8.5	7.19	12766	13722	12746	12481	21	27	7.45	6.58	8.71	5.6	79.1	70.1	92.6	59.5	104	94.3	7.56	7.8	4.9	230											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			7	
1477		7	20mm	Ebbing		NB-600	5/24/2016	12/30/1899 9:52:00		1	16.52	16.21	16.48	16.28	12.39	12.76	12.32	12.68	20637	21192	20521	21074	30	28	NA	NA	NA	7.35	NA	NA	NA	80.9	62.5	85.5	7.74	7.6	7.3	230											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			1			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1478		7	20mm	Ebbing		NB-730	5/25/2016	12/30/1899 7:25:00		1	17.8	17.81	17.9	17.83	10.65	10.84	7.8	8.06	17958	18252	13460	13877	54	51	NA	8.22	8.18	8.06	NA	92.2	90.3	89	56.9	27.4	7.97	7.89	9.5	230											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			NA			NA	NA					NA			72	NA				NA				NA	NA	NA					NA		NA	NA				1	NA									NA		NA			NA	
1479		7	20mm	Ebbing		NB-920	5/25/2016	12/30/1899 8:43:00		1	17.44	17.29	17.32	17.23	20.03	20.6	19.65	20.47	32026	32851	31472	32670	38	34	8.49	7.35	8.03	7.36	100	86.6	94.2	86.6	52.8	34.9	7.63	7.56	11.4	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	8			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			2	
1480		7	20mm	Ebbing		NB-880	5/25/2016	12/30/1899 9:15:00		1	17.23	17.24	17.18	17.13	17.9	18.42	17.44	17.83	28899	29675	28230	28803	35	44	8.14	7.26	8.65	7.47	94.2	84.3	99.8	86.2	37.4	29.2	7.59	7.67	15.3	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								0	3			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1481		7	20mm	Ebbing	-0.2	NB-850	5/25/2016	12/30/1899 9:51:00		1	17.06	17.05	17.01	17.03	16.13	16.44	15.84	16.28	26277	26743	25854	26503	39	35	NA	7.22	8.65	7.27	NA	82.5	98.5	83	33.2	32.9	7.6	7.57	9	5											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								0	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1482		7	20mm	Low	-0.4	NB-830	5/25/2016	12/30/1899 10:18:00		1	17.12	17	17.04	16.98	14.63	15.41	14.46	15.32	24033	25208	23783	25073	43	32	7.82	7.04	7.7	7.01	88.6	79.9	87	79.6	27.9	NA	7.67	7.62	11.5	5											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								0	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1483		7	20mm	Low		NB-810	5/25/2016	12/30/1899 10:46:00		1	17.11	16.96	17.07	16.93	13.22	13.95	10.84	13.47	21899	23015	18247	22284	36	35	8.08	7.13	8.2	7.11	90.8	80.2	90.7	79.6	29.1	24.9	7.72	7.73	10.8	230											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								0	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1484		7	20mm	Ebbing		NB-271	5/26/2016	12/30/1899 5:41:00		1	16.53	16.51	16.51	NA	14.5	14.59	14.64	NA	23833	23981	24045	NA	45	57	8.8	8.71	8.11	NA	98.4	97.4	90.7	NA	40.3	21.8	7.98	7.84	8.2	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								0	1			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1485		7	20mm	Ebbing		NB-271	5/26/2016	12/30/1899 6:05:00		2	16.53	16.51	16.51	NA	14.5	14.59	14.64	NA	23833	23981	24045	NA	45	57	8.8	8.71	8.11	NA	98.4	97.4	90.7	NA	40.3	21.8	7.98	7.84	8.6	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								0	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1486		7	20mm	Ebbing		NB-281	5/26/2016	12/30/1899 6:20:00		1	16.26	16.22	16.43	16.48	14.55	14.66	14.57	14.66	23921	24078	23944	24084	38	54	9	8.12	8.36	7.45	100.2	90.3	93.4	83.3	32.7	24.5	7.8	7.71	23.6	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								0	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1487		7	20mm	Ebbing		NB-283	5/26/2016	12/30/1899 6:41:00		1	16.43	16.48	16.49	16.46	14.57	14.66	14.65	14.67	23944	24084	24070	24090	54	53	8.36	7.45	9.08	8.2	93.4	83.3	101.5	91.7	24.5	23.5	7.71	7.74	11.7	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			1	
1489		7	20mm	Ebbing		NB-341	5/26/2016	12/30/1899 7:30:00		1	16.01	15.95	15.99	15.96	14.04	14.18	13.96	14.05	23146	23351	23025	23156	41	34	9.04	8.22	9.07	8.12	99.8	90.6	100	89.6	61.6	53.1	7.69	7.72	14.7	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	2			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1490		7	20mm	Ebbing		NB-361	5/26/2016	12/30/1899 7:58:00		1	15.81	15.8	15.85	15.84	14.32	14.33	14.26	14.28	23570	23582	23484	23503	33	29	8.97	8.28	8.64	8.19	98.7	91.2	95.2	90.2	59.1	53.4	7.75	7.72	14.2	10											NA			NA		NA					NA		NA				NA																							NA				2	NA				NA								NA	3			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1491		7	20mm	Ebbing		NB-252	5/26/2016	12/30/1899 8:47:00		1	16.22	16.23	16.22	16.19	13.74	13.68	13.58	13.69	22691	22597	22453	22621	48	49	NA	7.92	9.12	8.28	NA	87.6	100.8	91.5	32.4	35	7.7	7.82	8.7	10											NA			NA		NA					NA		NA				NA																							3				NA	NA				NA								NA	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1492		7	20mm	Ebbing		NB-240	5/26/2016	12/30/1899 9:09:00		1	17.32	17.22	17.42	17.28	12.21	12.66	11.48	12.26	20354	21051	19230	20442	54	51	8.53	7.77	8.19	7.55	95.7	87.2	91.5	84.6	22.8	24.5	7.68	7.67	15.1	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			2	
1493		7	20mm	Ebbing		NB-240	5/26/2016	12/30/1899 9:32:00		2	17.46	17.41	17.52	17.43	10.52	10.73	10.11	10.28	17752	18073	17114	17371	59	61	7.56	7.23	NA	7.35	84.1	80.5	NA	81.6	16.7	16.1	7.65	7.71	15	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			7	
1494		7	20mm	Ebbing		NB-170	5/26/2016	12/30/1899 10:01:00		1	18.69	18.67	18.76	18.8	5.28	5.4	4.81	5.73	9378	9575	8588	10111	61	62	9.5	9.17	9.74	8.94	105.1	101.4	107.6	99.3	16.7	17.5	7.97	7.97	11.6	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			1			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			475	
1495		7	20mm	Ebbing		NB-150	5/26/2016	12/30/1899 10:26:00		1	19.01	18.95	19.08	19.03	3.63	6.49	3.33	4.72	6607	11367	6092	8444	66	67	10.55	9.05	10.95	10.71	116.2	101.3	120.6	118.8	13.8	13.9	8.07	8.13	16	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			2			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			4152	
1496		7	20mm	Ebbing		NB-1119	5/27/2016	12/30/1899 7:27:00		1	16.22	15.64	16.38	16.41	19.09	23.92	20.35	20.38	30662	37645	32487	32533	23	24	NA	8.35	8.78	8.55	NA	97.2	101.4	98.9	77.7	116	7.97	7.92	5.5	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	69			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			28	
1497		7	20mm	Ebbing		NB-1116	5/27/2016	12/30/1899 8:04:00		1	16.11	16.1	16.08	16.07	17.84	17.85	18.07	18.06	28816	28841	29161	29146	21	20	8.94	8.72	8.86	8.67	101.2	98.7	100.3	98.2	211	182	7.86	7.3	NA	10											NA			NA		NA					2		NA				NA																							1				NA	NA				NA								NA	57			7			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1498		7	20mm	Ebbing		NB-1114	5/27/2016	12/30/1899 8:35:00		1	15.93	15.9	16.04	16.02	18.6	18.67	18.43	18.44	29937	30037	29691	29706	33	37	NA	8.64	8.85	8.63	NA	97.8	100.4	97.9	80.4	104	7.83	7.81	7.1	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	73			1			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1499		7	20mm	Ebbing		NB-1112	5/27/2016	12/30/1899 9:11:00		1	16.2	16.13	16.49	16.45	19.05	19.18	19.2	19.26	30603	30795	30817	30910	24	19	8.99	8.63	NA	8.64	102.7	98.5	NA	99.3	147	150	7.82	7.82	9.6	10											NA			NA		NA					NA		NA				NA																							2				NA	NA				NA								NA	88			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1500		7	20mm	Ebbing		NB-1182	5/27/2016	12/30/1899 9:50:00		1	16.07	16.04	15.95	15.73	24	24.01	21.85	22.39	37745	37761	34660	35444	42	43	NA	8.16	8.26	8.25	NA	95.7	95.4	95.3	67.6	38.7	7.79	7.89	9.5	10											NA			NA		NA					NA		NA				NA																							NA				1	NA				NA								NA	225			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			2	
1501		7	20mm	Ebbing		NB-1183	5/27/2016	12/30/1899 10:20:00		1	16.25	16.22	16.35	16.23	23.36	23.37	20.95	21.04	36838	36853	33363	33499	38	55	NA	8.14	NA	8.33	NA	95.4	NA	96.4	47	29.4	7.76	7.82	7.5	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	253			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			68	
1502		7	20mm	Low		NB-1184	5/27/2016	12/30/1899 10:45:00		1	16.73	16.61	16.87	16.75	21.62	21.65	20.27	20.43	34327	34378	32379	32612	44	50	8.42	8.26	8.7	8.44	98.7	96.7	101.5	98.3	37.1	35.3	7.8	7.88	6.9	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	83			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			10	
1503		7	20mm	Low		NB-1169	5/27/2016	12/30/1899 11:11:00		1	16.79	16.68	16.82	16.75	19.43	19.45	19	19.02	31147	31182	30529	30557	32	56	8.52	8.37	NA	8.4	98.7	96.8	NA	97	31.4	24.4	7.77	7.78	6.5	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	45			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1504		7	20mm	Low		NB-1170	5/27/2016	12/30/1899 11:35:00		1	16.66	16.6	16.89	16.55	21.07	21.07	19.02	19.8	33536	33536	30554	31692	37	49	8.3	8.22	8.62	8.28	96.9	95.8	99.8	95.7	35.5	38.3	7.75	7.78	6.1	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	60			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			3	
1505		7	20mm	Flooding		NB-1120	5/27/2016	12/30/1899 12:09:00		1	16.64	16.67	16.96	16.65	14.74	15.57	14.23	15.85	24195	25443	23433	25867	37	42	8.72	8.35	8.53	8.3	97.9	94.3	96.1	93.9	37.3	27.4	7.82	7.76	17	10											NA			NA		NA					NA		1				NA																							NA				NA	NA				NA								0	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1506		7	Mysid	Flooding		NB-230	5/31/2016	12/30/1899 8:56:00		1	21.5	21.5	21.7	21.1	13.1	13.12	13.4	13.7	20289	20452	20787	20951	43	55	8.13	8.05	8.12	7.9	98.5	97.7	98.8	96.8	21.9	24.6	7.81	7.82	27	10											NA			NA		NA					NA		NA				NA																							NA				15	NA				NA								NA	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			188	
1508		5	Mysid	Flooding	-0.4	NB-720	5/5/2016	12/30/1899 8:01:00		1	17.9	17.89	17.94	17.91	5.03	5.05	5.04	5.13	8953	8982	8978	9130	31	32	7.78	7.69	8	7.87	84.5	83.5	86.9	85.6	60.3	47.2	7.94	7.87	5.2	10											NA			NA		NA					NA		NA				NA																							NA				6	NA				NA								NA	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			1069	
1509		5	Mysid	Flooding		NB-190	5/6/2016	12/30/1899 10:15:00		1	18	17.65	17.77	17.73	3.25	4.22	4.05	4.39	5951	7598	7318	7890	35	38	7.56	7.19	NA	7.17	81.4	77.3	NA	77.3	49.8	67.9	7.69	7.65	12.8	10											NA			NA		NA					NA		NA				NA																							NA				12	NA				NA								NA	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			663	
1510		5	Mysid	Flooding		NB-273	5/6/2016	12/30/1899 14:05:00		1	16.25	NA	16.09	NA	11.59	NA	12.46	NA	19405	NA	20742	NA	40	40	8.69	NA	8.85	NA	94.9	NA	96.9	NA	62.9	51.2	7.7	7.67	8	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								0	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1511		6	Mysid	Flooding		NB-590	6/1/2016	12/30/1899 6:55:00		1	21.3	21.43	21.42	21.5	13.72	14.75	15.34	15.54	22698	24247	25137	25446	39	43	NA	5.32	7.65	6	NA	65.6	94.7	74.4	63.3	41.4	7.81	7.69	10.7	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			7	
1514		6	Mysid	Flooding		NB-660	6/1/2016	12/30/1899 9:30:00		2	21	20.7	21.4	21	22.9	23.5	23.5	23.5	33593	33896	34475	34291	9	11	7.87	7.8	7.66	7.63	100.2	99.1	98.4	97.9	211	225	7.88	7.87	11.8	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			2	
1515		6	Mysid	Flooding		NB-460	6/2/2016	12/30/1899 7:05:00		1	19.4	19.1	19.3	NA	16.2	17.3	16.5	NA	23565	24608	23985	NA	56	65	9.49	9.27	9.2	NA	11.2	110.2	110.1	NA	76.7	33.9	8.12	8.03	15.7	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			NA			NA	NA					NA			1	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			7	
1516		6	Mysid	Flooding		NB-480	6/2/2016	12/30/1899 7:22:00		1	19.3	NA	19.1	NA	16.5	NA	17.1	NA	23985	NA	24571	NA	65	53	9.2	NA	9.42	NA	110.1	NA	114.2	NA	33.9	37.9	8.03	8.06	18.9	10											5			NA		NA					NA		1				NA																							NA				NA	NA				NA								NA	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			3	
1517		6	Mysid	High		NB-1170	6/2/2016	12/30/1899 11:59:00		1	18.5	18.4	18.6	18.5	22.9	23.2	23	23.1	31646	31999	31896	31952	61	84	9.36	9.41	9.69	9.62	113.9	114.7	118	117.2	15.4	13.2	8.02	7.94	10	10											43			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			5	
1518		6	Mysid	High		NB-1170	6/2/2016	12/30/1899 12:21:00		2	18.6	18.5	18.7	18.6	23	23.1	22.7	22.7	31896	31952	31616	31616	84	75	9.69	9.62	9.46	9.67	118	117.2	115.9	117.9	13.2	14.8	7.94	7.92	10.2	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			70	
1519		6	Mysid	Low		NB-730	6/3/2016	12/30/1899 7:01:00		1	22.4	NA	22.7	22.7	12.1	NA	12.4	12.4	19193	NA	19875	19875	43	44	7.8	NA	7.44	7.31	96.5	NA	92.5	90.8	35.5	33.7	8.01	7.95	6.5	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			157	
1520		6	Mysid	Low		NB-740	6/3/2016	12/30/1899 7:30:00		1	22.7	22	22.6	22.5	12.6	13.2	12.7	12.8	20072	20632	20249	20352	39	41	7.02	5.57	7.49	5.62	87.1	69.5	92.9	70.6	23.9	21.3	7.96	NA	6.8	5											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			18	
1521		6	Mysid	Flooding	4.1	NB-1001	6/3/2016	12/30/1899 11:40:00		1	22.5	22.3	22.8	22.1	12.4	12	11.7	14.8	19672	19097	18836	23035	10	23	8.02	7.86	8.63	7.74	99	96.5	96.5	96.5	253	135	NA	NA	12.7	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			1	
1531		8	20mm	Ebbing		NB-271	6/9/2016	12/30/1899 7:05:00		1	17.78	17.81	17.69	17.73	NA	NA	13	NA	27703	27806	24055	22322	54	29	9.36	8.27	8.39	8.33	109	96.4	96.1	94.9	56	79.4	7.58	7.63	7.3	10											1			NA		NA					NA		NA				NA																							NA				NA	NA				NA								NA	1			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					1		NA	NA				NA	NA									NA		NA			NA	
1532		8	20mm	Ebbing		NB-281	6/9/2016	12/30/1899 7:38:00		1	NA	17.48	17.47	17.56	16.5	NA	16.6	NA	NA	21055	21478	23961	48	39	NA	8.42	8.59	8.31	NA	94.9	97	94.9	49.2	49.8	7.63	7.64	12.5	10											NA			NA		NA					NA		NA				NA																							NA				NA	NA				NA								0	NA			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				NA	NA									NA		NA			NA	
1533		8	20mm	Ebbing		NB-1119	6/9/2016	12/30/1899 8:31:00		1	17.5	17.49	17.95	17.84	22.7	NA	22.5	NA	29570	29958	29114	33084	46	34	8.7	8.64	NA	8.7	101.6	101	NA	103.7	151	102	7.8	7.81	3.8	10											1			NA		NA					NA		NA				NA																							4				NA	NA				NA								NA	28			NA			NA	NA					NA			NA	NA				NA				NA	NA	NA					NA		NA	NA				2	NA									NA		NA			27	
