"ID"	"Date"	"Time"	"Replicate"	"TowDuration"	"Depth"	"Polygon.Station"	"Survey"	"TideText"	"TideHeight"	"BegSurfTemp"	"BegSurfCond"	"BegSurfSalin"	"BegSurfDO%"	"BegSurfDO(mg/L)"	"BegBotTemp"	"BegBotCond"	"BegBotSalin"	"BegBotDO%"	"BegBotDO(mg/L)"	"EndSurfTemp"	"EndSurfCond"	"EndSurfSalin"	"EndSurfDO%"	"EndSurfDO(mg/L)"	"EndBotTemp"	"EndBotCond"	"EndBotSalin"	"EndBotDO%"	"EndBotDO(mg/L)"	"BegSecchi"	"EndSecchi"	"BegNTU"	"EndNTU"	"BegPH"	"EndPH"	"Comments"	"Method"	"ARRGOB"	"BATRAY"	"BAYPIP"	"CALHAL"	"CALTON"	"CHEGOB"	"JACKSM"	"LONMUD"	"LONSME"	"MISSIL"	"NO CATCH"	"NORANC"	"PACHER"	"PACSAN"	"PACSSC"	"PLAMID"	"PRISCU"	"RAIKIL"	"SACSUC"	"SHIGOB"	"SHIPER"	"SHOGOB"	"SPLITT"	"STAFLO"	"STRBAS"	"THRSHA"	"THRSTI"	"TOPSME"	"UNID LARVAL"	"WALSUR"	"WHICRO"	"YELGOB"
"172"	1047	"1/10/2016 0:00:00"	"12/30/1899 9:59:00"	1	10	10.2	"SB-ART2"	"2"	"Flooding"	""	13.6	12245	9.2	82.5	8.22	12.2	13702	10.6	82.2	8.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35	NA	42.8	NA	NA	NA	"Lost CB cod end. No CB for rest of day."	"Mysid"	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136
"173"	1048	"1/10/2016 0:00:00"	"12/30/1899 10:22:00"	1	10	13.4	"SB-430"	"2"	"Flooding"	""	12	16587	13.3	86.5	8.7	11.8	17010	19.8	86.2	8.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	46.2	NA	NA	NA	""	"Mysid"	0	0	0	0	0	0	0	1	0	0	0	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	100
"174"	1049	"1/10/2016 0:00:00"	"12/30/1899 12:14:00"	1	10	13.2	"SB-COY1"	"2"	"Flooding"	""	21.1	16120	12.9	82.3	8.27	12.1	16110	12.9	82.3	8.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	70.3	NA	NA	NA	"WQ from YSI"	"Mysid"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"175"	1050	"1/10/2016 0:00:00"	"12/30/1899 12:40:00"	1	10	9.8	"SB-A19.1"	"2"	"Flooding"	""	12.4	18628	14.9	94.3	9.28	11.2	22268	19.1	87.4	8.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32	NA	31.2	NA	NA	NA	"WQ from YSI"	"Mysid"	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"176"	1051	"1/10/2016 0:00:00"	"12/30/1899 15:40:00"	1	10	13.2	"SB-COY1"	"2"	"Ebbing"	""	11.9	20155	16.5	94.3	9.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32	NA	65	NA	NA	NA	"WQ from YSI"	"Mysid"	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"177"	1052	"1/13/2016 0:00:00"	"12/30/1899 8:12:00"	1	10	9.7	"NB-710"	"3"	"Ebbing"	""	9.06	3379	1.78	83.4	9.52	9.12	6888	3.79	85.3	9.6	9.41	2147	1.1	86	9.78	9.07	5644	3.06	90	10.18	36	36	33.8	35.9	8.01	8.02	"Speed: 1.17.  Near Bascule Bridge"	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"178"	1053	"1/13/2016 0:00:00"	"12/30/1899 8:30:00"	1	10	6.2	"NB-720"	"3"	"Ebbing"	""	9.24	2992	1.56	84.3	9.6	9.24	6824	3.75	94.4	10.59	9.39	2181	1.12	82.7	9.41	9.09	6154	3.36	91.6	10.34	27	36	35.9	39.1	8.02	7.93	"Near Bascule Bridge"	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"179"	1054	"1/13/2016 0:00:00"	"12/30/1899 9:15:00"	1	10	8.3	"NB-730"	"3"	"Low"	""	9.22	3914	2.08	86.2	9.79	9.15	5983	3.26	95.3	10.75	9.18	3580	1.89	81.8	9.3	9.02	6107	3.33	87.2	9.86	27	27	44.3	44.3	7.86	7.86	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"180"	1055	"1/13/2016 0:00:00"	"12/30/1899 9:29:00"	2	10	8.3	"NB-730"	"3"	"Low"	""	9.18	3580	1.89	81.8	9.3	9.02	6107	3.33	87.2	9.86	9.3	4214	2.25	84.1	9.52	9.24	5737	3.12	93.5	10.53	27	34	44.3	46.1	7.86	7.88	"Tide went slack during this sample so we towed opposite direction."	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"181"	1056	"1/13/2016 0:00:00"	"12/30/1899 10:00:00"	1	10	12.2	"NB-750"	"3"	"Flooding"	""	9.15	6790	3.73	89	10.01	9.18	7769	4.31	90.5	10.14	9.24	7189	3.97	80.6	9.03	9.15	9545	5.37	90.4	10.06	36	36	48.2	45	7.9	7.9	"Trimble Track: PET_1_13_16V2.  Windy!  Towing sideways."	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
"182"	1057	"1/13/2016 0:00:00"	"12/30/1899 10:36:00"	1	10	14.1	"NB-770"	"3"	"Flooding"	""	9.91	5614	3.05	98.6	10.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36	20	48.2	111	7.9	7.97	"YSI: 3.9 ppt.  Sonde beginning to fail.  No WQ bottom data.  Windy!  Towing sideways."	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"183"	1058	"1/13/2016 0:00:00"	"12/30/1899 11:08:00"	1	10	16.7	"NB-810"	"3"	"Flooding"	""	NA	NA	7.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.8	NA	NA	NA	NA	NA	NA	NA	42	37	41.6	41.5	7.83	7.98	"No WQ.  Sonde fail. Windy."	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
"184"	1059	"1/13/2016 0:00:00"	"12/30/1899 11:24:00"	1	10	16.9	"NB-810"	"3"	"Flooding"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.51	15765	9.22	84.8	9.13	9.38	16105	9.43	87.9	9.48	37	40	41.5	50.5	7.98	7.87	"Water grab at end. 8.3 ppt.  No WQ due to Sonde failure."	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"185"	1060	"1/13/2016 0:00:00"	"12/30/1899 11:49:00"	1	10	16.2	"NB-840"	"3"	"Flooding"	""	9.37	20164	12.02	86.6	9.19	9.41	20141	12.01	94.4	10.01	9.41	21065	12.61	85.9	9.07	9.37	21073	12.61	88.1	9.32	33	38	72.5	57.6	7.88	7.93	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
"186"	1061	"1/13/2016 0:00:00"	"12/30/1899 12:06:00"	2	10	16.2	"NB-840"	"3"	"Flooding"	""	9.41	21065	12.61	85.9	9.07	9.37	21073	12.61	88.1	9.32	9.29	20086	11.97	86.9	9.24	9.33	21882	13.14	91.4	9.63	38	36	51.6	55.2	7.88	7.84	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
"187"	1062	"1/14/2016 0:00:00"	"12/30/1899 7:45:00"	1	10	7.3	"NB-520"	"3"	"Ebbing"	""	9.2	8642	4.83	101	11.26	9.17	8661	4.84	104.7	11.68	8.82	7367	4.07	99.4	11.24	8.78	7357	4.06	102.2	11.58	25	26	104	105	NA	7.31	"pH- the 1st reading was lost because the temperature was recorded instead"	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	4
"188"	1063	"1/14/2016 0:00:00"	"12/30/1899 8:14:00"	1	10	4.3	"NB-530"	"3"	"Ebbing"	""	9.13	8139	4.53	101.3	11.34	9.11	8128	4.52	102.2	11.45	8.96	7063	3.89	90.4	10.2	8.92	7330	4.05	101.8	11.48	13	23	108	90.2	7.5	7.51	"Hach NTU #1, Hach pH #2"	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"189"	1064	"1/14/2016 0:00:00"	"12/30/1899 8:40:00"	1	10	5.3	"NB-550"	"3"	"Ebbing"	""	9.65	5828	3.17	102.3	11.41	9.63	5825	3.17	103	11.49	9.66	5615	3.05	95.4	10.65	9.5	5586	3.03	101.2	11.34	20	20	114	112	7.42	7.47	"YSI: 2.7"	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	11
"190"	1065	"1/14/2016 0:00:00"	"12/30/1899 9:02:00"	2	10	8.6	"NB-550"	"3"	"Ebbing"	""	9.66	5615	3.05	95.4	10.65	9.5	5586	3.03	101.2	11.34	9.58	5509	2.99	101.3	11.33	9.56	5507	2.99	101.8	11.39	23	17	127	132	7.47	7.58	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	23
"191"	1066	"1/14/2016 0:00:00"	"12/30/1899 10:15:00"	1	10	4.3	"NB-1017"	"3"	"Ebbing"	""	8.25	16671	9.77	99.6	11	8.21	16667	9.76	100.1	11.07	8.4	15857	9.26	93.6	10.34	8.34	15935	9.3	97.4	10.77	15	15	196	179	7.54	7.57	"After Sonoma Creek Bridge= 3.5 feet water with tide @1.7 feet.  Samples labeled \"SON Delta\""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
"192"	1067	"1/14/2016 0:00:00"	"12/30/1899 10:31:00"	2	10	3.9	"NB-1013"	"3"	"Ebbing"	""	8.4	15857	9.26	93.6	10.34	8.34	15935	9.3	97.4	10.77	8.63	14498	8.41	93.6	10.34	8.23	15436	8.99	99.4	11.04	25	26	179	83.5	7.57	5.47	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"193"	1068	"1/15/2016 0:00:00"	"12/30/1899 10:53:00"	1	10	NA	"NB-300"	"3"	"Ebbing"	""	10.5	14212	11.7	85	9	10.6	14227	12.2	85.6	8.66	10.6	13865	11.4	84.4	8.82	10.5	14498	12	84.4	8.68	48	NA	29.8	36	NA	NA	"Sonde wouldn't connect to Trimble.  WQ data from YSI"	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229
"194"	1069	"1/15/2016 0:00:00"	"12/30/1899 11:09:00"	2	10	25	"NB-300"	"3"	"Ebbing"	""	10.6	13865	11.4	84.4	8.82	10.5	14498	12	82.3	8.68	10.6	1362	11.2	88.6	8.48	10.5	14421	11.9	81.6	8.48	31	34	36	37.4	NA	NA	"Sonde wouldn't connect to Trimble.  WQ data from YSI. pH Meter broken."	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
"195"	1070	"1/15/2016 0:00:00"	"12/30/1899 11:30:00"	1	10	11.7	"NB-280"	"3"	"Ebbing"	""	10.8	10466	8.6	72.5	7.67	10.5	12323	10	77.4	8.15	11	9613	7.6	79.5	6.35	10.6	12002	9.7	77.2	8.01	42	44	33	27.7	NA	NA	"Sonde wouldn't connect to Trimble.  WQ data from YSI. pH Meter broken."	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52
"196"	1071	"1/15/2016 0:00:00"	"12/30/1899 11:49:00"	2	10	13	"NB-280"	"3"	"Ebbing"	""	11	9613	7.6	79.5	6.35	10.6	12002	9.7	77.2	8.01	11	9306	9.4	77.7	8	10.7	11688	9.4	77.7	8	44	39	27.7	30.8	NA	NA	"Sonde wouldn't connect to Trimble.  WQ data from YSI. pH Meter broken."	"SLS"	0	0	0	0	0	0	0	0	0	0	0	1	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128
"197"	1072	"1/15/2016 0:00:00"	"12/30/1899 12:39:00"	1	10	14	"NB-170"	"3"	"Low"	""	11	564	0.4	68.2	9.46	11	611	0.4	68.2	9.29	11	421.4	0.3	88.1	9.72	10.8	660	0.4	84.51	9.29	39	36	31.6	35.4	NA	NA	"Sonde wouldn't connect to Trimble.  WQ data from YSI. pH Meter broken."	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"198"	1073	"1/15/2016 0:00:00"	"12/30/1899 12:52:00"	2	10	13.4	"NB-170"	"3"	"High"	""	11	421.4	0.3	88.1	9.72	10.8	660	0.4	84.5	9.29	11	624	0.4	83	9.1	11	658	0.4	84.1	9.28	36	39	35.4	33.7	NA	NA	"Sonde wouldn't connect to Trimble.  WQ data from YSI. pH Meter broken."	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
"199"	1074	"1/15/2016 0:00:00"	"12/30/1899 13:27:00"	1	10	16	"NB-210"	"3"	"Flooding"	""	11.2	1610	1.1	88.5	9.8	10.7	4640	3	81.5	9	11.7	2400	1.7	84.9	8.98	10.8	4443	3.3	75.5	8.05	45	44	25	25.2	NA	NA	"Sonde wouldn't connect to Trimble.  WQ data from YSI. pH Meter broken."	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	627
"200"	1075	"1/15/2016 0:00:00"	"12/30/1899 13:41:00"	2	10	21	"NB-210"	"3"	"Flooding"	""	11.2	1610	1.1	88.5	9.8	10.7	4640	3	81.5	9	11.3	2730	2	78.2	8.5	10.8	4283	3.2	70.1	7.59	44	42	25.2	26.5	NA	NA	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
"201"	1076	"1/15/2016 0:00:00"	"12/30/1899 14:11:00"	1	10	19.1	"NB-240"	"3"	"Flooding"	""	11.3	5591	4.2	81	8.61	11	9543	7.5	76	7.91	11.2	6772	5.2	73.2	7.8	10.9	9898	7.8	76	7.92	36	36	31.5	28.3	NA	NA	"Sonde wouldn't connect to Trimble.  WQ data from YSI. pH Meter broken."	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72
"202"	1077	"1/15/2016 0:00:00"	"12/30/1899 14:27:00"	2	10	20	"NB-240"	"3"	"Flooding"	""	11.2	6772	5.2	73.2	76	10.9	9898	7.8	73.2	7.8	11.6	7276	5.5	98.7	7.22	11.2	10199	8	68.7	7.22	36	34	28.3	31.1	NA	NA	"Sonde wouldn't connect to Trimble.  WQ data from YSI. pH Meter broken."	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"203"	1078	"1/21/2016 0:00:00"	"12/30/1899 7:50:00"	1	10	5.8	"NB-273"	"Bittern Pond"	"Flooding"	""	12.43	5479	2.98	76.2	7.98	12.2	7195	3.98	77.3	8.09	12.41	3046	1.6	82.4	8.71	12.15	5418	2.94	83.3	8.79	19	18	82.7	87	NA	NA	"Only 1 flow meter, no meter on CB"	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516
"204"	1079	"1/21/2016 0:00:00"	"12/30/1899 8:05:00"	2	10	6.4	"NB-273"	"Bittern Pond"	"Flooding"	""	12.41	3046	1.6	82.4	8.71	12.15	5418	2.94	83.3	8.79	12.66	3538	1.87	79.8	8.38	12.75	10054	5.7	82.6	8.45	17	18	87	91.6	NA	NA	"pH Meter broken."	"SLS"	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48
"205"	1080	"1/21/2016 0:00:00"	"12/30/1899 8:30:00"	1	10	9	"NB-271"	"Bittern Pond"	"Flooding"	""	12.55	5860	3.2	79.4	8.29	12.52	7285	4.03	80.1	8.32	12.59	9636	5.44	82.7	8.51	12.58	9719	5.49	84.6	8.7	24	20	99.1	118	NA	NA	"pH Meter broken."	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324
"206"	1081	"1/21/2016 0:00:00"	"12/30/1899 8:50:00"	2	10	7.2	"NB-271"	"Bittern Pond"	"Flooding"	""	12.57	6561	3.61	82.8	8.61	12.51	7972	4.44	83.6	8.67	12.58	8423	4.71	78.4	8.1	12.49	9746	5.51	78.4	8.07	16	18	88.1	90.4	NA	NA	"pH Meter broken."	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	256
"207"	1082	"1/21/2016 0:00:00"	"12/30/1899 10:25:00"	1	10	10.5	"NB-289"	"Bittern Pond"	"Flooding"	""	12.52	7585	4.21	91.3	9.47	12.59	8362	4.67	93.1	9.62	12.56	8130	4.54	91.4	9.45	12.25	8167	4.56	93.6	9.75	18	19	102	88.1	NA	NA	"pH Meter broken."	"SLS"	0	0	0	0	0	0	0	4	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440
"208"	1083	"1/21/2016 0:00:00"	"12/30/1899 10:41:00"	2	10	10.6	"NB-289"	"Bittern Pond"	"Flooding"	""	12.56	8130	4.54	91.4	9.45	12.25	8167	4.56	93.6	9.75	12.59	9159	5.15	91.4	9.41	12.45	9249	5.21	93.5	9.65	19	18	88.1	103	NA	NA	"pH Meter broken."	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188
"209"	1084	"1/21/2016 0:00:00"	"12/30/1899 11:06:00"	1	10	21	"NB-283"	"Bittern Pond"	"Flooding"	""	12.51	11410	6.52	88.3	9.03	12.48	12938	7.47	90.4	9.19	12.51	12860	7.42	78.2	7.95	12.62	13315	7.7	77.8	7.88	34	36	47.3	42.4	NA	NA	"pH Meter broken."	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252
"210"	1085	"1/21/2016 0:00:00"	"12/30/1899 11:23:00"	2	10	23.2	"NB-283"	"Bittern Pond"	"Flooding"	""	12.51	12860	7.42	78.2	7.95	12.62	13315	7.7	77.8	7.88	12.66	13559	7.86	89.3	9.03	12.45	14211	8.26	91.5	9.27	36	35	42.4	34.3	NA	NA	"pH Meter broken."	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248
"211"	1086	"1/21/2016 0:00:00"	"12/30/1899 13:52:00"	1	10	17.5	"NB-370"	"Bittern Pond"	"Flooding"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	22	72.1	80.2	NA	NA	"pH Meter broken.  No WQ.  Sonde did not record this time period.  Likely out of space."	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344
"212"	1087	"1/23/2016 0:00:00"	"12/30/1899 8:20:00"	1	10	5.1	"SB-120"	"3"	"Low"	""	13.8	931	0.6	69.8	7.26	NA	NA	NA	NA	NA	14	1138	0.7	73.4	76	14	1140	0.7	72.1	7.47	12	13	267	182	NA	NA	"WQ from YSI"	"SLS"	0	0	0	0	0	0	0	6	0	0	0	0	52	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450
"213"	1088	"1/23/2016 0:00:00"	"12/30/1899 8:42:00"	2	10	9.1	"SB-120"	"3"	"Low"	""	14.1	335.6	0.2	82.3	8.53	13.8	1281	0.8	73.6	7.64	14	1090	0.7	72.7	7.54	14	109	0.7	74.2	7.69	15	13	194	240	NA	NA	"WQ from YSI"	"SLS"	0	0	0	0	0	0	0	7	0	0	0	0	5	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235
"214"	1089	"1/23/2016 0:00:00"	"12/30/1899 9:29:00"	1	10	6.9	"SB-130"	"3"	"Flooding"	""	14.3	2070	1.4	74.5	7.6	14.3	7205	5.1	70.6	7.08	14.5	5539	3.8	74.6	7.5	14.6	9312	6.6	69.2	6.81	16	20	133	67.5	NA	NA	"WQ with YSI"	"SLS"	0	0	0	0	0	0	0	34	0	0	0	2	114	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2089
"215"	1090	"1/23/2016 0:00:00"	"12/30/1899 9:50:00"	2	10	8.7	"SB-130"	"3"	"Flooding"	""	14.4	4278	2.9	75.4	7.64	14.7	9105	6.5	75.4	7.42	14.6	9312	6.6	69.2	6.81	14.7	10108	7.3	70.7	6.93	13	23	133	61.4	NA	NA	"WQ from YSI. Surface tow for 1-3 ppts"	"SLS"	0	0	0	0	0	0	0	12	0	0	0	1	1280	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1540
"216"	1091	"1/23/2016 0:00:00"	"12/30/1899 10:05:00"	3	10	13.9	"SB-130"	"3"	"Flooding"	""	14.7	9105	6.5	75.4	7.42	14.7	10108	7.3	70.7	6.93	14.7	11143	8	72.6	7.09	14.6	11414	8.3	72.6	7.09	23	24	61.4	69.3	NA	NA	"WQ with YSI"	"SLS"	0	0	0	0	0	0	0	34	0	0	0	1	303	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3846
"217"	1092	"1/23/2016 0:00:00"	"12/30/1899 10:22:00"	4	10	14.4	"SB-130"	"3"	"Flooding"	""	14.6	11013	8	72.6	7.09	14.6	11414	8.3	72.2	7.09	14.5	12885	9.5	76.2	7.4	14.4	13348	9.9	74	7.19	24	20	69.3	77	NA	NA	"WQ with YSI"	"SLS"	0	0	0	0	0	0	0	27	0	0	0	0	312	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3153
"218"	1093	"1/23/2016 0:00:00"	"12/30/1899 10:38:00"	5	10	13.1	"SB-130"	"3"	"Flooding"	""	14.5	12885	9.5	72.6	7.09	14.4	13348	9.9	74.2	7.19	14.3	15005	11.6	78.7	7.58	14.2	16086	12.2	75.9	7.31	20	19	77	77	NA	NA	"WQ from YSI"	"SLS"	0	0	0	0	0	0	0	5	0	0	0	2	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900
"219"	1094	"1/23/2016 0:00:00"	"12/30/1899 11:01:00"	1	10	15.4	"SB-140"	"3"	"Flooding"	""	14.2	16968	12.9	81.1	7.77	14.1	17683	13.5	78.8	7.55	14.1	18756	18756	80.2	7.62	14	19141	14.8	80.1	7.61	30	27	24.8	124	NA	NA	"WQ with YSI"	"SLS"	0	0	0	0	0	0	0	1	0	0	0	20	101	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1271
"220"	1095	"1/23/2016 0:00:00"	"12/30/1899 13:52:00"	1	10	11.9	"SB-410"	"3"	"Ebbing"	""	18.6	4879	3	81.8	7.59	14	121767	16.5	75.5	7.1	19.7	3792	2.3	72.5	6.61	14.2	17393	13.2	76.6	7.31	80	NA	16.2	6.4	NA	NA	"WQ with YSI.  ART-1"	"SLS"	1	0	0	0	0	0	0	1	0	0	0	0	1092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1312
"221"	1096	"1/27/2016 0:00:00"	"12/30/1899 8:33:00"	1	10	7.6	"NB-720"	"4"	"Low"	""	12.02	909	0.45	97.7	10.49	11.97	917	0.45	100.9	10.85	11.83	1039	0.52	95.6	10.31	11.73	1105	0.55	99.2	10.72	20	22	56.5	86.8	NA	NA	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	1	0	0	0	0	0	0	0	0	0	0	0	339
"222"	1097	"1/27/2016 0:00:00"	"12/30/1899 8:58:00"	1	10	8.35	"NB-740"	"4"	"Low"	""	11.99	1204	0.6	93.2	10.01	11.96	1560	0.79	98.5	10.58	11.87	1275	0.64	93.8	10.1	11.82	1276	0.64	98.9	10.66	20	19	89.5	106	NA	NA	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133
"223"	1098	"1/27/2016 0:00:00"	"12/30/1899 9:42:00"	1	10	17.1	"NB-810"	"4"	"Low"	""	12.15	2851	1.49	87.6	9.32	12.14	2885	1.51	97	10.32	12.23	3000	1.57	91.4	9.7	12.19	3025	1.59	97.6	10.37	22	19	79.6	82.3	NA	NA	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	97
"224"	1099	"1/27/2016 0:00:00"	"12/30/1899 10:04:00"	1	10	12.2	"NB-820"	"4"	"Flooding"	""	12.24	2998	1.57	92.4	9.8	12.19	3377	1.78	96.7	10.26	12.27	3388	1.79	91.7	9.71	12.26	3631	1.92	96.2	10.19	24	20	76.7	84.5	NA	NA	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143
"225"	1100	"1/27/2016 0:00:00"	"12/30/1899 10:21:00"	1	10	13.45	"NB-830"	"4"	"Flooding"	""	12.27	3388	1.79	91.7	9.71	12.26	3631	1.92	96.2	10.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	18	84.5	85.9	NA	NA	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169
"226"	1101	"1/27/2016 0:00:00"	"12/30/1899 10:50:00"	1	10	18.1	"NB-860"	"4"	"Flooding"	""	12.45	7029	3.88	91.2	9.5	12.4	8315	4.65	97.6	10.13	12.57	6666	3.67	93	9.67	12.54	9067	5.1	97.5	10.06	25	21	90.1	81.7	NA	NA	""	"SLS"	0	0	0	0	0	0	0	0	0	0	0	0	395	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109
